sorghum	maize1	maize2	ftype
OQU88199	.	.	non-syntenic
EES04219	Zm00001d042099	.	maize1-retained
EES04220	Zm00001d042104	.	maize1-retained
OQU88200	Zm00001d042102	.	maize1-retained
KXG34122	Zm00001d042098	.	maize1-retained
EES02052	Zm00001d042096	.	maize1-retained
EES04222	Zm00001d042095	.	maize1-retained
EES04223	Zm00001d042104	.	maize1-retained
EES02053	Zm00001d042094	Zm00001d011874	both-retained
OQU88201	.	.	non-syntenic
EES04224	Zm00001d042093	Zm00001d011873	both-retained
EES04225	Zm00001d042092	.	maize1-retained
EES02054	.	Zm00001d011872	maize2-retained
EES04226	Zm00001d042091	.	maize1-retained
KXG34124	Zm00001d042088	Zm00001d011855	both-retained
EES02057	Zm00001d042088	Zm00001d011855	both-retained
KXG34125	.	.	non-syntenic
EES04227	Zm00001d042087	.	maize1-retained
OQU88204	.	.	non-syntenic
EES02059	Zm00001d042084	Zm00001d011854	both-retained
EES02060	Zm00001d042082	Zm00001d011853	both-retained
EES04228	Zm00001d042082	Zm00001d011853	both-retained
EES02061	Zm00001d042082	Zm00001d011853	both-retained
KXG34126	Zm00001d042080	.	maize1-retained
KXG34127	Zm00001d042074	Zm00001d011851	both-retained
EES02063	.	Zm00001d011850	maize2-retained
EES02064	.	Zm00001d011849	maize2-retained
KXG34128	Zm00001d042066	.	maize1-retained
OQU88205	.	.	non-syntenic
EES02065	Zm00001d042064	.	maize1-retained
OQU88207	Zm00001d042063	.	maize1-retained
KXG34133	Zm00001d042062	Zm00001d011847	both-retained
KXG34134	.	Zm00001d011846	maize2-retained
KXG34135	Zm00001d042061	Zm00001d011845	both-retained
OQU88209	Zm00001d042060	.	maize1-retained
EES02068	Zm00001d042061	Zm00001d011845	both-retained
EES02069	Zm00001d042061	Zm00001d011845	both-retained
OQU88210	.	Zm00001d011844	maize2-retained
EES04231	.	.	non-syntenic
KXG34139	.	.	non-syntenic
OQU88211	.	.	non-syntenic
EES02070	Zm00001d042059	.	maize1-retained
KXG34140	.	Zm00001d011843	maize2-retained
EES02071	.	.	non-syntenic
KXG34141	.	Zm00001d011842	maize2-retained
EES04236	Zm00001d042057	.	maize1-retained
EES04237	Zm00001d042056	Zm00001d011841	both-retained
EES04238	Zm00001d042056	Zm00001d011841	both-retained
EES02072	Zm00001d042056	Zm00001d011841	both-retained
EES02073	.	.	non-syntenic
KXG34144	.	Zm00001d011840	maize2-retained
EES02075	Zm00001d042055	Zm00001d011839	both-retained
OQU88213	.	.	non-syntenic
EES04241	Zm00001d042054	.	maize1-retained
EES04242	.	Zm00001d011838	maize2-retained
OQU88214	.	.	non-syntenic
OQU88215	.	.	non-syntenic
OQU88217	.	.	non-syntenic
EES02077	.	.	non-syntenic
EES04249	Zm00001d042049	Zm00001d011833	both-retained
OQU88218	.	Zm00001d011822	maize2-retained
KXG34151	Zm00001d042050	.	maize1-retained
KXG34152	Zm00001d042051	Zm00001d011834	both-retained
KXG34153	Zm00001d042052	Zm00001d011835	both-retained
KXG34154	.	.	non-syntenic
EES04251	Zm00001d042045	.	maize1-retained
EES04252	.	.	non-syntenic
EES04254	Zm00001d042044	.	maize1-retained
OQU88219	.	.	non-syntenic
EES02080	.	Zm00001d011832	maize2-retained
EES02081	Zm00001d042043	.	maize1-retained
EES02078	Zm00001d042042	Zm00001d011828	both-retained
EES04255	.	.	non-syntenic
EES02083	.	Zm00001d011831	maize2-retained
KXG34157	.	Zm00001d011830	maize2-retained
EES02084	.	Zm00001d011829	maize2-retained
KXG34161	.	.	non-syntenic
EES02086	Zm00001d042040	Zm00001d011828	both-retained
EES02087	Zm00001d042039	.	maize1-retained
OQU88222	.	Zm00001d011827	maize2-retained
EES02088	.	Zm00001d011826	maize2-retained
EES02089	.	Zm00001d011825	maize2-retained
KXG34165	.	.	non-syntenic
KXG34164	.	Zm00001d011823	maize2-retained
KXG34167	.	.	non-syntenic
EES02090	.	.	non-syntenic
EES04259	Zm00001d042035	.	maize1-retained
EES04260	Zm00001d042034	.	maize1-retained
KXG34170	Zm00001d042033	.	maize1-retained
KXG34172	.	Zm00001d011821	maize2-retained
EES04261	.	.	non-syntenic
EES02093	Zm00001d042030	.	maize1-retained
KXG34174	.	.	non-syntenic
KXG34173	.	.	non-syntenic
KXG34175	.	.	non-syntenic
KXG34176	Zm00001d042028	.	maize1-retained
EES02094	.	.	non-syntenic
EES02099	Zm00001d042027	.	maize1-retained
EES04263	Zm00001d042026	Zm00001d011819	both-retained
EES04264	.	.	non-syntenic
EES02096	.	.	non-syntenic
OQU88231	.	.	non-syntenic
EES02100	.	.	non-syntenic
EES02101	.	Zm00001d011817	maize2-retained
KXG34177	.	.	non-syntenic
EES04268	Zm00001d042025	.	maize1-retained
EES04269	Zm00001d042024	.	maize1-retained
EES04270	Zm00001d042023	Zm00001d011816	both-retained
EES04266	.	.	non-syntenic
EES02102	Zm00001d042022	.	maize1-retained
EES04265	.	.	non-syntenic
OQU88232	.	.	non-syntenic
EES04272	.	.	non-syntenic
KXG34183	.	.	non-syntenic
OQU88233	.	.	non-syntenic
EES02106	Zm00001d042019	.	maize1-retained
EES04275	Zm00001d042018	.	maize1-retained
EES02107	Zm00001d042017	.	maize1-retained
KXG34187	.	Zm00001d011813	maize2-retained
EES02108	.	.	non-syntenic
KXG34188	.	.	non-syntenic
EES02110	Zm00001d042016	Zm00001d011812	both-retained
EES04276	.	Zm00001d011811	maize2-retained
KXG34189	.	.	non-syntenic
OQU88236	.	.	non-syntenic
EES02112	Zm00001d042014	Zm00001d011810	both-retained
EES04277	Zm00001d042013	.	maize1-retained
EES02113	Zm00001d042011	.	maize1-retained
KXG34191	.	.	non-syntenic
KXG34192	.	Zm00001d011805	maize2-retained
EES02115	Zm00001d042008	.	maize1-retained
KXG34193	Zm00001d042007	.	maize1-retained
KXG34194	.	.	non-syntenic
KXG34196	.	.	non-syntenic
OQU88239	.	.	non-syntenic
EES02118	Zm00001d042005	Zm00001d011803	both-retained
EES02119	.	Zm00001d011802	maize2-retained
KXG34199	.	.	non-syntenic
EES04280	.	.	non-syntenic
OQU88240	Zm00001d042003	.	maize1-retained
OQU88244	.	.	non-syntenic
OQU88242	.	Zm00001d011800	maize2-retained
EES04283	.	Zm00001d011799	maize2-retained
EES02122	Zm00001d041998	.	maize1-retained
KXG34204	.	Zm00001d011797	maize2-retained
OQU88247	Zm00001d041995	Zm00001d011796	both-retained
EES04285	Zm00001d041994	.	maize1-retained
EES02124	Zm00001d041993	Zm00001d011795	both-retained
OQU88249	Zm00001d041991	.	maize1-retained
EES04287	Zm00001d041990	.	maize1-retained
EES04288	.	.	non-syntenic
EES02126	Zm00001d041989	.	maize1-retained
OQU88250	Zm00001d041988	.	maize1-retained
KXG34208	.	.	non-syntenic
EES02127	Zm00001d041984	Zm00001d011793	both-retained
OQU88251	Zm00001d041987	Zm00001d011793	both-retained
EES02129	Zm00001d041985	Zm00001d011793	both-retained
EES02132	Zm00001d041984	Zm00001d011793	both-retained
OQU88253	Zm00001d041983	.	maize1-retained
EES02135	Zm00001d041982	.	maize1-retained
EES02136	Zm00001d041981	.	maize1-retained
EES04290	Zm00001d041979	.	maize1-retained
EES04291	.	Zm00001d011792	maize2-retained
EES02138	Zm00001d041973	.	maize1-retained
EES04292	Zm00001d041972	.	maize1-retained
OQU88254	Zm00001d041969	.	maize1-retained
KXG34209	.	Zm00001d011790	maize2-retained
EES02140	.	Zm00001d011789	maize2-retained
EES04293	Zm00001d041968	Zm00001d011788	both-retained
KXG34214	Zm00001d041965	.	maize1-retained
KXG34213	Zm00001d041964	.	maize1-retained
EES02142	.	Zm00001d011787	maize2-retained
EES02143	Zm00001d041963	Zm00001d011786	both-retained
EES04295	Zm00001d041962	.	maize1-retained
EES02141	Zm00001d041961	.	maize1-retained
OQU88265	.	.	non-syntenic
EES04298	Zm00001d041959	.	maize1-retained
KXG34215	.	Zm00001d011784	maize2-retained
KXG34216	.	.	non-syntenic
EES04299	Zm00001d041958	.	maize1-retained
EES02145	Zm00001d041957	Zm00001d011779	both-retained
EES02146	.	Zm00001d011782	maize2-retained
OQU88268	Zm00001d041956	Zm00001d011781	both-retained
EES02147	.	.	non-syntenic
OQU88272	.	Zm00001d011780	maize2-retained
EES02148	Zm00001d041954	Zm00001d011775	both-retained
OQU88274	.	.	non-syntenic
OQU88276	Zm00001d041953	.	maize1-retained
EES02150	Zm00001d041951	.	maize1-retained
KXG34227	Zm00001d041950	.	maize1-retained
EES02151	Zm00001d041949	.	maize1-retained
EES04302	.	.	non-syntenic
EES04303	.	Zm00001d011778	maize2-retained
OQU88278	Zm00001d041948	.	maize1-retained
KXG34231	Zm00001d041947	.	maize1-retained
EES02152	Zm00001d041944	Zm00001d011774	both-retained
EES04306	.	Zm00001d011773	maize2-retained
KXG34230	.	.	non-syntenic
EES04307	.	Zm00001d011771	maize2-retained
EES04305	Zm00001d041941	.	maize1-retained
KXG34232	.	.	non-syntenic
KXG34234	Zm00001d041940	Zm00001d011770	both-retained
KXG29238	.	Zm00001d054105	maize2-retained
EES04310	.	.	non-syntenic
EES06089	Zm00001d014912	Zm00001d054106	both-retained
OQU84132	.	Zm00001d054107	maize2-retained
OQU84133	.	.	non-syntenic
EES04312	Zm00001d014914	.	maize1-retained
EES06090	Zm00001d014917	.	maize1-retained
OQU84134	.	.	non-syntenic
EES06091	.	.	non-syntenic
EES06092	.	.	non-syntenic
OQU84135	Zm00001d014918	.	maize1-retained
KXG29243	Zm00001d014919	.	maize1-retained
EES06093	.	.	non-syntenic
KXG29245	Zm00001d014920	Zm00001d054104	both-retained
KXG29244	.	Zm00001d054104	maize2-retained
KXG29246	.	Zm00001d054095	maize2-retained
KXG29248	.	Zm00001d054094	maize2-retained
OQU84137	.	.	non-syntenic
OQU84136	.	Zm00001d054087	maize2-retained
EES04317	.	Zm00001d054088	maize2-retained
KXG29249	.	Zm00001d054089	maize2-retained
EES06097	Zm00001d014928	Zm00001d054090	both-retained
OQU84138	Zm00001d014926	.	maize1-retained
EES06098	Zm00001d014925	.	maize1-retained
OQU84139	Zm00001d014924	.	maize1-retained
EES06099	.	Zm00001d054093	maize2-retained
EES06100	Zm00001d014931	Zm00001d054086	both-retained
EES06101	Zm00001d014932	Zm00001d054086	both-retained
OQU84141	Zm00001d014933	Zm00001d054085	both-retained
OQU84143	.	Zm00001d054084	maize2-retained
EES04319	Zm00001d014933	Zm00001d054081	both-retained
OQU84146	Zm00001d014933	Zm00001d054085	both-retained
OQU84149	Zm00001d014937	.	maize1-retained
OQU84148	.	.	non-syntenic
OQU84150	.	.	non-syntenic
EES06104	Zm00001d014938	Zm00001d054080	both-retained
EES04324	.	Zm00001d054079	maize2-retained
EES04326	.	Zm00001d054077	maize2-retained
EES04327	Zm00001d014943	Zm00001d054076	both-retained
EES04325	Zm00001d014943	Zm00001d054076	both-retained
EES04329	Zm00001d014944	.	maize1-retained
EES04330	Zm00001d014945	.	maize1-retained
EES04331	Zm00001d014946	.	maize1-retained
KXG29257	.	.	non-syntenic
OQU84152	Zm00001d014947	Zm00001d054075	both-retained
EES04334	Zm00001d014948	.	maize1-retained
EES06107	Zm00001d014949	Zm00001d054074	both-retained
EES04335	Zm00001d014950	Zm00001d054072	both-retained
EES04336	Zm00001d014951	.	maize1-retained
EES06108	Zm00001d014952	Zm00001d054071	both-retained
EES04337	.	.	non-syntenic
OQU84159	.	.	non-syntenic
KXG29262	.	.	non-syntenic
KXG29266	.	.	non-syntenic
OQU84165	Zm00001d014958	Zm00001d054067	both-retained
EES06115	Zm00001d014953	.	maize1-retained
OQU84170	Zm00001d014957	.	maize1-retained
OQU84171	Zm00001d014958	Zm00001d054067	both-retained
OQU84172	Zm00001d014960	.	maize1-retained
KXG29267	.	Zm00001d054070	maize2-retained
EES06120	Zm00001d014961	Zm00001d054069	both-retained
OQU84173	Zm00001d014962	.	maize1-retained
OQU84174	Zm00001d014962	.	maize1-retained
OQU84176	.	.	non-syntenic
OQU84177	.	.	non-syntenic
KXG29277	.	.	non-syntenic
KXG29276	.	.	non-syntenic
OQU84178	.	.	non-syntenic
KXG29278	.	.	non-syntenic
OQU84181	.	.	non-syntenic
OQU84186	Zm00001d014963	.	maize1-retained
OQU84187	Zm00001d014958	Zm00001d054067	both-retained
OQU84188	.	.	non-syntenic
EES04344	Zm00001d014965	Zm00001d054066	both-retained
EES06126	Zm00001d014966	.	maize1-retained
EES06127	Zm00001d014971	Zm00001d054062	both-retained
OQU84189	.	.	non-syntenic
EES06128	Zm00001d014967	.	maize1-retained
OQU84191	.	.	non-syntenic
EES06130	Zm00001d014971	Zm00001d054062	both-retained
OQU84195	.	.	non-syntenic
EES06132	.	.	non-syntenic
EES04345	Zm00001d014969	Zm00001d054065	both-retained
KXG29282	.	.	non-syntenic
EES06133	Zm00001d014971	.	maize1-retained
OQU84197	.	.	non-syntenic
EES04346	.	.	non-syntenic
EES04347	.	.	non-syntenic
OQU84198	.	.	non-syntenic
EES04349	Zm00001d014972	.	maize1-retained
EES04350	Zm00001d014976	Zm00001d054060	both-retained
EES06134	.	.	non-syntenic
EES04351	Zm00001d014976	Zm00001d054057	both-retained
EES06135	Zm00001d014976	Zm00001d054060	both-retained
OQU84199	Zm00001d014977	Zm00001d054056	both-retained
KXG29284	.	.	non-syntenic
KXG29285	.	.	non-syntenic
EES06137	.	Zm00001d054055	maize2-retained
EES06138	Zm00001d014983	.	maize1-retained
EES06136	.	.	non-syntenic
OQU84201	.	.	non-syntenic
OQU84202	.	.	non-syntenic
KXG29286	.	Zm00001d054052	maize2-retained
EES04353	Zm00001d014984	.	maize1-retained
KXG29288	.	.	non-syntenic
OQU84204	.	.	non-syntenic
EES04355	.	.	non-syntenic
EES06148	.	.	non-syntenic
EES06149	Zm00001d014986	.	maize1-retained
EES04356	Zm00001d014988	Zm00001d054047	both-retained
EES06150	Zm00001d014989	.	maize1-retained
OQU84205	Zm00001d014990	.	maize1-retained
EES04357	Zm00001d014991	.	maize1-retained
OQU84206	Zm00001d014992	.	maize1-retained
OQU84207	.	Zm00001d054044	maize2-retained
KXG29291	Zm00001d014993	Zm00001d054043	both-retained
EES06156	.	Zm00001d054041	maize2-retained
KXG29294	.	Zm00001d054042	maize2-retained
EES04360	Zm00001d014994	Zm00001d054039	both-retained
KXG29296	Zm00001d014995	Zm00001d054038	both-retained
EES04361	Zm00001d014996	Zm00001d054012	both-retained
OQU84209	.	.	non-syntenic
KXG29297	.	.	non-syntenic
EES06157	.	Zm00001d054008	maize2-retained
OQU84210	Zm00001d014998	.	maize1-retained
EES04362	.	.	non-syntenic
EES06158	.	Zm00001d054034	maize2-retained
EES06160	.	Zm00001d054033	maize2-retained
EES04365	Zm00001d015004	.	maize1-retained
KXG29298	.	Zm00001d054017	maize2-retained
EES04366	Zm00001d015006	Zm00001d054017	both-retained
OQU84212	Zm00001d015007	Zm00001d054016	both-retained
KXG29299	Zm00001d015007	Zm00001d054016	both-retained
EES04369	.	Zm00001d054015	maize2-retained
EES06161	Zm00001d015008	.	maize1-retained
EES06162	Zm00001d015009	.	maize1-retained
EES06163	.	.	non-syntenic
EES06164	Zm00001d015010	.	maize1-retained
KXG29301	.	.	non-syntenic
EES04370	Zm00001d015012	Zm00001d054014	both-retained
EES04371	Zm00001d015014	.	maize1-retained
OQU84218	.	.	non-syntenic
EES06166	Zm00001d015018	.	maize1-retained
KXG29303	.	.	non-syntenic
OQU84219	Zm00001d015018	.	maize1-retained
EES04374	.	.	non-syntenic
KXG29305	Zm00001d015019	.	maize1-retained
EES04375	Zm00001d015018	.	maize1-retained
OQU84220	.	.	non-syntenic
KXG29308	.	.	non-syntenic
OQU84221	.	.	non-syntenic
KXG29309	.	.	non-syntenic
OQU84222	.	.	non-syntenic
KXG29310	.	.	non-syntenic
EES06170	Zm00001d015020	.	maize1-retained
EES04377	Zm00001d015025	.	maize1-retained
EES04378	.	Zm00001d054012	maize2-retained
KXG29311	.	.	non-syntenic
OQU84223	.	.	non-syntenic
OQU84224	.	Zm00001d054014	maize2-retained
EES04381	.	Zm00001d054011	maize2-retained
EES04382	.	Zm00001d054010	maize2-retained
EES06171	Zm00001d015026	.	maize1-retained
EES06172	.	.	non-syntenic
OQU84225	.	.	non-syntenic
EES04383	.	Zm00001d054009	maize2-retained
OQU84226	.	Zm00001d054009	maize2-retained
EES04384	Zm00001d015029	.	maize1-retained
EES04385	.	.	non-syntenic
EES06175	Zm00001d015030	Zm00001d054009	both-retained
EES04386	Zm00001d015031	.	maize1-retained
EES06176	Zm00001d015032	.	maize1-retained
OQU84227	Zm00001d015033	.	maize1-retained
OQU84228	Zm00001d015024	Zm00001d054012	both-retained
EES04387	.	.	non-syntenic
OQU84235	.	Zm00001d054006	maize2-retained
EES06180	.	Zm00001d054005	maize2-retained
EES06178	.	.	non-syntenic
KXG29314	.	Zm00001d053895	maize2-retained
EES06184	.	.	non-syntenic
EES06185	.	Zm00001d053896	maize2-retained
KXG29317	Zm00001d015028	Zm00001d053897	both-retained
EES06186	Zm00001d015036	Zm00001d053899	both-retained
OQU84237	.	.	non-syntenic
OQU84238	.	Zm00001d053900	maize2-retained
EES06189	Zm00001d015037	Zm00001d053901	both-retained
OQU84239	.	.	non-syntenic
EES06188	.	Zm00001d053908	maize2-retained
EES06191	.	Zm00001d053909	maize2-retained
EES04388	.	.	non-syntenic
EES06192	Zm00001d015040	Zm00001d053910	both-retained
KXG29321	.	Zm00001d053911	maize2-retained
EES04389	.	Zm00001d053913	maize2-retained
EES04390	Zm00001d015053	Zm00001d053916	both-retained
EES04391	Zm00001d015053	Zm00001d053916	both-retained
EES04392	Zm00001d015053	Zm00001d053916	both-retained
EES04393	.	.	non-syntenic
OQU84242	.	.	non-syntenic
EES04394	Zm00001d015053	Zm00001d053916	both-retained
KXG29327	Zm00001d015053	Zm00001d053916	both-retained
KXG29328	Zm00001d015052	.	maize1-retained
OQU84244	Zm00001d015053	Zm00001d053916	both-retained
EES06194	Zm00001d015058	Zm00001d053919	both-retained
OQU84248	Zm00001d015059	.	maize1-retained
OQU84246	Zm00001d015060	.	maize1-retained
KXG29330	.	.	non-syntenic
EES06196	Zm00001d015061	Zm00001d053923	both-retained
EES06197	.	Zm00001d053923	maize2-retained
EES06195	.	.	non-syntenic
KXG29331	.	.	non-syntenic
EES06198	.	Zm00001d053925	maize2-retained
OQU84249	.	Zm00001d053926	maize2-retained
OQU84250	.	.	non-syntenic
OQU84251	Zm00001d015064	.	maize1-retained
EES06200	.	.	non-syntenic
KXG29333	.	Zm00001d053927	maize2-retained
EES06202	.	Zm00001d053928	maize2-retained
EES04403	.	Zm00001d053930	maize2-retained
EES04404	.	Zm00001d053931	maize2-retained
EES06203	Zm00001d015065	.	maize1-retained
EES06204	.	Zm00001d053932	maize2-retained
EES04405	Zm00001d015067	.	maize1-retained
KXG29335	Zm00001d015076	Zm00001d053933	both-retained
KXG29336	Zm00001d015075	Zm00001d053934	both-retained
EES04407	Zm00001d015077	Zm00001d053934	both-retained
KXG29337	Zm00001d015077	Zm00001d053934	both-retained
EES04409	Zm00001d015077	Zm00001d053934	both-retained
EES04410	Zm00001d015077	Zm00001d053934	both-retained
KXG29338	Zm00001d015077	Zm00001d053934	both-retained
EES04408	Zm00001d015077	Zm00001d053934	both-retained
KXG29339	Zm00001d015068	Zm00001d053934	both-retained
OQU84256	.	.	non-syntenic
OQU84257	Zm00001d015076	Zm00001d053934	both-retained
EES06206	Zm00001d015077	Zm00001d053934	both-retained
OQU84258	Zm00001d015079	Zm00001d053933	both-retained
KXG29342	Zm00001d015077	Zm00001d053934	both-retained
EES04415	Zm00001d015079	Zm00001d053933	both-retained
OQU84260	.	.	non-syntenic
KXG29343	.	.	non-syntenic
OQU84262	Zm00001d015077	Zm00001d053934	both-retained
EES04418	.	Zm00001d053935	maize2-retained
EES06209	Zm00001d015082	.	maize1-retained
EES06208	Zm00001d015084	Zm00001d053939	both-retained
OQU84263	Zm00001d015084	Zm00001d053939	both-retained
EES04420	Zm00001d015085	.	maize1-retained
KXG29345	.	Zm00001d053940	maize2-retained
OQU84267	.	.	non-syntenic
KXG29348	Zm00001d015086	.	maize1-retained
OQU84268	Zm00001d015079	Zm00001d053933	both-retained
OQU84269	Zm00001d015079	Zm00001d053934	both-retained
EES04422	.	.	non-syntenic
EES06213	Zm00001d015088	Zm00001d053960	both-retained
OQU84270	.	.	non-syntenic
KXG29351	Zm00001d015090	.	maize1-retained
EES04425	Zm00001d015091	Zm00001d053952	both-retained
OQU84271	Zm00001d015092	.	maize1-retained
OQU84272	.	.	non-syntenic
KXG29352	Zm00001d015093	.	maize1-retained
OQU84276	Zm00001d015094	.	maize1-retained
EES04429	Zm00001d015095	Zm00001d053953	both-retained
KXG29355	.	Zm00001d053954	maize2-retained
EES06214	Zm00001d015096	Zm00001d053956	both-retained
KXG29360	Zm00001d015100	.	maize1-retained
EES04430	Zm00001d015101	.	maize1-retained
EES04431	Zm00001d015101	.	maize1-retained
EES04432	Zm00001d015102	.	maize1-retained
OQU84280	Zm00001d015103	Zm00001d053957	both-retained
KXG29363	.	.	non-syntenic
OQU84281	.	.	non-syntenic
EES04433	Zm00001d015114	.	maize1-retained
EES06216	Zm00001d015115	.	maize1-retained
EES04434	.	Zm00001d053961	maize2-retained
EES04435	.	Zm00001d053962	maize2-retained
EES06217	.	Zm00001d053963	maize2-retained
EES04436	.	Zm00001d053964	maize2-retained
EES04437	.	Zm00001d053965	maize2-retained
EES04438	Zm00001d015116	Zm00001d053966	both-retained
KXG29368	.	.	non-syntenic
OQU84283	.	.	non-syntenic
EES04440	Zm00001d015118	Zm00001d053967	both-retained
OQU84284	.	.	non-syntenic
EES04443	Zm00001d015123	.	maize1-retained
EES06219	Zm00001d015121	.	maize1-retained
OQU84286	.	.	non-syntenic
EES04444	.	Zm00001d053972	maize2-retained
KXG29373	.	Zm00001d053969	maize2-retained
OQU84287	.	Zm00001d053969	maize2-retained
KXG29375	Zm00001d015120	Zm00001d053968	both-retained
OQU84288	.	Zm00001d053974	maize2-retained
OQU84289	Zm00001d015124	.	maize1-retained
OQU84290	.	Zm00001d053975	maize2-retained
KXG29377	.	.	non-syntenic
EES06222	Zm00001d015125	Zm00001d053976	both-retained
EES06223	.	Zm00001d053977	maize2-retained
EES06224	Zm00001d015126	.	maize1-retained
EES06227	.	Zm00001d053978	maize2-retained
EES06225	Zm00001d015127	Zm00001d053979	both-retained
KXG29380	.	Zm00001d053981	maize2-retained
EES04450	.	.	non-syntenic
EES04449	Zm00001d015129	.	maize1-retained
KXG29381	Zm00001d015130	.	maize1-retained
KXG29383	Zm00001d015131	.	maize1-retained
OQU84295	.	.	non-syntenic
OQU84296	.	.	non-syntenic
EES06229	.	Zm00001d053982	maize2-retained
